scenario_id,industry,state,grid_factor,solar_irradiation,monthly_kwh,baseline_co2_kg,tariff_per_kwh,solar_percent,ev_percent,peak_shift_hours,solar_co2_saved,ev_co2_saved,peak_co2_saved,total_co2_saved_kg,new_monthly_co2_kg,cost_saved_rs_month,cost_saved_rs_year,reduction_percent
SIM_03010,plastics,kerala,0.42,4.2,27945.44,11737.08,7.44,63.19,33.44,2.03,6897.34,1158.34,476.59,7562.58,4174.51,172659.6,2071915.21,64.43
SIM_03011,pharma,west_bengal,0.9,4.5,10015.11,9013.6,8.1,79.66,31.04,2.99,6309.52,363.34,538.31,6866.21,2147.39,78669.02,944028.2,76.18
SIM_03012,cement,karnataka,0.62,5.3,58748.47,36424.05,7.39,34.95,10.12,5.02,13941.42,580.47,3660.18,21236.19,15187.86,206181.51,2474178.16,58.3
SIM_03013,food_processing,madhya_pradesh,0.83,5.3,27111.07,22502.19,7.68,69.25,53.88,2.7,15751.53,2036.51,1216.75,18597.3,3904.89,257935.87,3095230.47,82.65
SIM_03014,steel,tamil_nadu,0.68,5.0,36884.08,25081.18,6.83,35.87,23.89,2.16,9445.88,1578.06,1083.81,11787.16,13294.02,174362.58,2092350.98,47.0
SIM_03015,chemicals,rajasthan,0.88,5.8,23410.15,20600.93,7.34,17.64,54.74,4.23,4252.37,1439.59,1743.25,7960.46,12640.47,119627.26,1435527.13,38.64
SIM_03016,cement,punjab,0.76,5.0,43372.84,32963.36,7.46,31.76,56.95,2.69,10993.69,4017.53,1776.19,19294.53,13668.83,317630.49,3811565.91,58.53
SIM_03017,auto_components,haryana,0.8,5.1,22272.43,17817.95,8.1,16.14,38.29,1.36,3062.36,915.47,483.98,4206.75,13611.2,80362.37,964348.41,23.61
SIM_03018,cement,maharashtra,0.79,5.1,59675.72,47143.82,6.18,5.76,17.3,4.14,2893.33,907.25,3902.27,7785.92,39357.9,78942.47,947309.59,16.52
SIM_03019,cement,uttar_pradesh,0.85,4.8,50164.37,42639.72,7.14,35.35,14.9,5.57,15376.41,1148.7,4751.72,22678.04,19961.68,203441.6,2441299.25,53.19
SIM_03020,pharma,haryana,0.8,5.1,23985.24,19188.19,7.03,6.51,3.72,5.95,1329.91,120.62,2283.57,3403.59,15784.6,24016.79,288201.54,17.74
SIM_03021,steel,chhattisgarh,0.92,4.9,23612.81,21723.79,6.67,64.74,7.7,4.97,14556.31,204.02,2161.12,17671.42,4052.36,121911.59,1462939.03,81.35
SIM_03022,steel,haryana,0.8,5.1,40731.32,32585.06,7.32,2.5,56.23,4.07,866.49,2276.97,2655.34,6628.06,25957.0,134365.69,1612388.22,20.34
SIM_03023,pharma,telangana,0.74,5.2,19122.07,14150.33,9.32,50.35,1.19,5.11,7693.92,29.15,1446.68,8660.14,5490.19,103814.54,1245774.51,61.2
SIM_03024,paper,rajasthan,0.88,5.8,32444.49,28551.16,6.47,45.66,35.39,2.82,15253.85,1077.33,1609.05,17580.78,10970.37,175335.99,2104031.94,61.58
SIM_03025,paper,uttar_pradesh,0.85,4.8,31089.09,26425.73,7.86,19.3,0.33,4.03,5201.62,9.9,2132.13,7264.85,19160.88,54536.85,654442.2,27.49
SIM_03026,pharma,rajasthan,0.88,5.8,32722.61,28795.9,7.38,34.64,33.61,7.86,11670.12,1660.61,4529.25,19037.66,9758.24,201353.16,2416237.88,66.11
SIM_03027,cement,gujarat,0.82,5.6,66388.73,54438.76,6.29,55.93,48.51,7.76,34711.13,5174.7,8448.86,40712.9,13725.86,560242.92,6722914.98,74.79
SIM_03028,textile,maharashtra,0.79,5.1,22512.68,17785.02,7.49,5.95,9.22,1.76,1126.41,183.38,624.96,1925.0,15860.02,21993.41,263920.94,10.82
SIM_03029,auto_components,telangana,0.74,5.2,16804.09,12435.03,7.2,58.68,9.62,2.61,7880.67,185.31,649.41,9733.32,2701.71,87885.2,1054622.44,78.27
SIM_03030,textile,west_bengal,0.9,4.5,14814.56,13333.1,8.08,23.94,56.19,1.87,3112.28,1112.84,499.76,4319.11,9013.99,91895.54,1102746.47,32.39
SIM_03031,auto_components,uttar_pradesh,0.85,4.8,42308.41,35962.15,6.29,36.95,5.99,3.8,13554.08,392.3,2730.14,17964.05,17998.09,127602.17,1531225.98,49.95
SIM_03032,paper,delhi,0.72,4.9,36383.7,26196.26,7.39,33.04,26.92,0.82,8959.28,1033.25,427.1,10332.72,15863.54,144441.33,1733295.94,39.44
SIM_03033,paper,maharashtra,0.79,5.1,15996.43,12637.18,8.31,47.32,14.94,4.41,6368.08,237.05,1113.69,9515.4,3121.78,82855.35,994264.22,75.3
SIM_03034,paper,bihar,0.84,4.7,9734.24,8176.76,7.93,76.45,42.97,2.18,5723.73,654.92,356.17,6636.83,1539.93,90296.11,1083553.3,81.17
SIM_03035,cement,uttar_pradesh,0.85,4.8,47999.66,40799.71,7.21,58.85,42.69,2.3,24491.41,3385.72,1876.68,26379.01,14420.7,396115.84,4753390.09,64.65
SIM_03036,auto_components,west_bengal,0.9,4.5,47375.22,42637.7,6.67,0.63,59.5,5.29,261.15,3996.27,4508.82,8622.4,34015.3,236741.21,2840894.54,20.22
SIM_03037,pharma,madhya_pradesh,0.83,5.3,10980.13,9113.51,7.87,50.16,57.35,1.47,5005.78,961.7,268.7,5113.62,3999.88,99622.91,1195474.93,56.11
SIM_03038,auto_components,telangana,0.74,5.2,40202.42,29749.79,7.56,12.5,33.95,4.34,4015.41,2244.52,2582.12,8958.9,20790.89,161631.91,1939582.92,30.11
SIM_03039,pharma,punjab,0.76,5.0,24104.36,18319.31,8.0,45.67,12.97,3.91,8784.12,468.55,1431.73,10585.75,7733.56,120853.37,1450240.43,57.78
SIM_03040,steel,odisha,0.91,4.7,71318.22,64899.58,7.26,4.01,42.92,3.13,2613.02,4649.83,4063.56,12160.79,52738.79,294116.73,3529400.81,18.74
SIM_03041,auto_components,uttar_pradesh,0.85,4.8,22906.61,19470.62,8.01,29.5,5.85,6.93,5857.79,125.16,2697.7,8144.08,11326.54,69575.65,834907.85,41.83
SIM_03042,plastics,gujarat,0.82,5.6,17088.47,14012.54,8.14,69.74,21.88,0.11,9808.78,468.37,31.05,10910.34,3102.2,122270.99,1467251.87,77.86
SIM_03043,chemicals,bihar,0.84,4.7,17531.6,14726.54,6.66,7.8,46.79,2.49,1154.62,1238.78,731.98,2260.3,12466.25,77570.11,930841.3,15.35
SIM_03044,it_services,andhra_pradesh,0.72,5.4,11464.75,8254.62,8.28,19.2,24.58,7.31,1758.86,473.89,1206.48,3761.17,4493.45,47887.71,574652.55,45.56
SIM_03045,plastics,rajasthan,0.88,5.8,22297.22,19621.56,8.29,0.4,31.93,0.89,92.31,724.92,350.05,1057.31,18564.25,42032.24,504386.85,5.39
SIM_03046,plastics,maharashtra,0.79,5.1,22143.99,17493.75,7.24,47.73,4.64,3.2,8893.28,144.38,1119.02,8989.75,8504.0,92056.83,1104681.97,51.39
SIM_03047,chemicals,karnataka,0.62,5.3,27966.24,17339.07,7.11,5.95,35.22,2.23,1129.83,1181.4,774.9,2739.92,14599.15,70551.88,846622.6,15.8
SIM_03048,textile,karnataka,0.62,5.3,23748.49,14724.06,6.81,67.23,36.03,6.05,10306.85,1620.52,1782.5,13879.71,844.35,194497.16,2333965.94,94.27
SIM_03049,plastics,telangana,0.74,5.2,20151.38,14912.02,8.28,31.33,50.01,6.26,5045.71,1209.73,1866.06,8830.17,6081.85,123477.37,1481728.48,59.22
SIM_03050,cement,madhya_pradesh,0.83,5.3,63166.49,52428.18,5.99,67.84,44.26,0.96,36699.73,3099.45,1005.56,42175.97,10252.21,432504.87,5190058.43,80.45
SIM_03051,cement,kerala,0.42,4.2,84871.05,35645.84,6.45,16.01,19.87,5.63,5306.56,3151.59,4015.89,13565.19,22080.65,230349.23,2764190.8,38.06
SIM_03052,it_services,maharashtra,0.79,5.1,13120.05,10364.84,8.25,16.0,16.37,7.51,1765.96,349.75,1556.28,3770.18,6594.66,41492.46,497909.55,36.37
SIM_03053,paper,haryana,0.8,5.1,13124.83,10499.87,6.51,63.9,26.1,6.72,7146.0,427.91,1410.19,10729.74,0.0,84029.94,1008359.25,102.19
SIM_03054,steel,odisha,0.91,4.7,61222.9,55712.84,5.79,8.94,32.7,5.62,5008.32,2335.0,6262.24,10581.73,45131.11,176188.68,2114264.12,18.99
SIM_03055,chemicals,jharkhand,0.89,4.6,28615.73,25468.0,8.96,60.53,2.65,6.62,15261.75,103.73,3371.57,20721.22,4746.78,169607.08,2035284.92,81.36
SIM_03056,auto_components,odisha,0.91,4.7,26920.16,24497.35,6.74,10.63,29.3,5.88,2618.31,1143.3,2879.9,6881.33,17616.02,90592.27,1087107.26,28.09
SIM_03057,pharma,kerala,0.42,4.2,8729.58,3666.43,7.83,58.53,16.23,5.17,1995.82,180.15,379.08,2516.5,1149.93,46762.01,561144.13,68.64
SIM_03058,it_services,gujarat,0.82,5.6,13235.71,10853.28,10.27,22.11,28.75,7.92,2735.11,428.22,1718.36,4519.99,6333.29,63438.65,761263.85,41.65
SIM_03059,pharma,telangana,0.74,5.2,7755.27,5738.9,8.54,63.82,53.11,7.54,3955.36,666.51,865.05,5187.56,551.34,82136.84,985642.03,90.39
SIM_03060,plastics,jharkhand,0.89,4.6,9484.84,8441.51,7.93,54.18,10.65,5.53,4527.6,159.47,933.6,5828.41,2613.1,51751.13,621013.59,69.04
SIM_03061,it_services,jharkhand,0.89,4.6,2694.74,2398.32,9.96,20.43,6.37,5.93,485.11,42.08,284.56,762.27,1636.04,8735.29,104823.54,31.78
SIM_03062,pharma,west_bengal,0.9,4.5,8863.8,7977.42,8.23,67.21,54.23,2.06,5227.47,494.41,329.17,6341.55,1635.86,76525.02,918300.19,79.49
SIM_03063,auto_components,bihar,0.84,4.7,15128.43,12707.88,8.2,14.1,9.81,6.05,1801.37,243.26,1536.64,3288.55,9419.33,35178.9,422146.81,25.88
SIM_03064,cement,uttar_pradesh,0.85,4.8,27667.53,23517.4,6.77,77.27,49.37,4.92,16462.18,1198.24,2312.76,20616.93,2900.46,201597.78,2419173.34,87.67
SIM_03065,plastics,odisha,0.91,4.7,21008.66,19117.88,7.81,19.41,24.95,0.09,3728.92,807.79,33.23,4201.18,14916.7,77870.81,934449.73,21.98
SIM_03066,paper,uttar_pradesh,0.85,4.8,8919.08,7581.22,7.31,42.62,27.84,5.1,3295.96,393.83,773.15,4531.92,3049.3,51692.83,620313.92,59.78
SIM_03067,steel,bihar,0.84,4.7,42894.22,36031.15,7.71,12.01,14.98,2.7,4350.23,987.0,1946.52,6674.73,29356.42,98411.57,1180938.9,18.52
SIM_03068,food_processing,andhra_pradesh,0.72,5.4,7617.85,5484.85,7.33,74.85,15.55,2.39,3839.4,211.91,262.54,4700.5,784.35,50396.14,604753.62,85.7
SIM_03069,plastics,west_bengal,0.9,4.5,15418.41,13876.57,8.33,49.17,30.64,6.49,6652.91,524.63,1800.98,8514.45,5362.12,96089.05,1153068.57,61.36
SIM_03070,cement,jharkhand,0.89,4.6,38300.89,34087.79,7.01,73.85,40.06,2.74,23861.45,1554.17,1868.84,25400.42,8687.38,279114.66,3349375.87,74.51
SIM_03071,chemicals,bihar,0.84,4.7,45999.17,38639.3,7.3,59.17,59.78,6.2,22976.14,4496.96,4788.72,29684.98,8954.32,454244.33,5450931.94,76.83
SIM_03072,food_processing,madhya_pradesh,0.83,5.3,22252.82,18469.84,7.16,62.88,48.13,4.34,12716.14,1189.4,1601.68,14909.06,3560.78,177371.12,2128453.41,80.72
SIM_03073,auto_components,west_bengal,0.9,4.5,26506.49,23855.84,6.27,15.6,5.65,0.68,3628.7,130.92,323.93,3605.55,20250.3,33304.83,399657.94,15.11
SIM_03074,textile,odisha,0.91,4.7,19161.43,17436.91,6.92,56.2,26.89,0.11,9848.95,423.93,39.57,10874.26,6562.64,98975.23,1187702.7,62.36
SIM_03075,pharma,rajasthan,0.88,5.8,7462.4,6566.92,8.24,34.58,10.12,4.92,2657.02,61.76,645.82,3255.78,3311.13,30131.7,361580.36,49.58
SIM_03076,food_processing,uttar_pradesh,0.85,4.8,25121.0,21352.85,6.24,44.13,12.96,5.32,9611.91,356.12,2270.59,11726.84,9626.01,94888.07,1138656.86,54.92
SIM_03077,auto_components,haryana,0.8,5.1,22428.26,17942.61,6.19,25.01,9.39,0.12,4778.26,199.23,41.5,5201.04,12741.57,47514.4,570172.77,28.99
SIM_03078,auto_components,west_bengal,0.9,4.5,21227.95,19105.15,6.56,54.04,4.48,5.09,10066.54,98.23,1945.03,10686.89,8418.26,83117.4,997408.77,55.94
SIM_03079,plastics,maharashtra,0.79,5.1,20324.81,16056.6,7.77,46.87,51.09,0.26,8015.72,1131.71,83.76,9652.1,6404.5,137874.15,1654489.81,60.11
SIM_03080,auto_components,andhra_pradesh,0.72,5.4,28717.43,20676.55,6.63,7.24,32.58,5.86,1661.72,1096.81,2424.28,4659.65,16016.9,76356.7,916280.4,22.54
SIM_03081,cement,bihar,0.84,4.7,89153.13,74888.63,5.62,12.53,36.2,3.61,9431.95,5188.15,5401.85,18789.89,56098.73,353223.51,4238682.16,25.09
SIM_03082,chemicals,odisha,0.91,4.7,23065.2,20989.33,7.69,8.02,14.32,0.75,1691.57,380.72,314.07,1945.44,19043.89,36666.64,439999.73,9.27
SIM_03083,textile,maharashtra,0.79,5.1,17678.59,13966.09,6.56,50.87,56.19,1.59,7566.65,1535.04,443.4,9832.36,4133.73,143654.12,1723849.44,70.4
SIM_03084,chemicals,odisha,0.91,4.7,32317.81,29409.21,7.7,37.13,28.53,3.87,10975.0,1066.42,2278.54,12773.6,16635.6,159057.65,1908691.85,43.43
SIM_03085,cement,bihar,0.84,4.7,57285.21,48119.58,6.28,9.45,41.02,5.52,4570.75,3528.25,5312.73,12397.01,35722.57,236009.76,2832117.15,25.76
SIM_03086,chemicals,rajasthan,0.88,5.8,31071.84,27343.22,6.85,2.28,38.03,0.59,728.0,1590.32,325.29,2694.69,24648.54,94558.93,1134707.14,9.86
SIM_03087,chemicals,tamil_nadu,0.68,5.0,16806.81,11428.63,8.54,72.87,35.37,3.35,8000.04,676.35,766.39,9617.5,1811.13,136042.92,1632515.07,84.15
SIM_03088,textile,gujarat,0.82,5.6,18288.93,14996.93,7.58,32.48,29.81,4.34,5552.16,921.76,1302.44,8913.33,6083.59,103844.34,1246132.13,59.43
SIM_03089,cement,madhya_pradesh,0.83,5.3,27355.2,22704.81,6.53,46.77,5.33,3.81,11627.85,143.64,1728.85,13787.15,8917.67,103241.64,1238899.69,60.72
SIM_03090,chemicals,tamil_nadu,0.68,5.0,50389.56,34264.9,8.31,17.64,53.23,7.26,6345.57,3822.9,4972.43,13667.35,20597.55,280353.71,3364244.49,39.89
SIM_03091,food_processing,west_bengal,0.9,4.5,4136.08,3722.47,7.75,51.98,19.89,3.62,1886.66,137.75,269.69,2370.54,1351.93,24684.76,296217.12,63.68
SIM_03092,auto_components,chhattisgarh,0.92,4.9,21402.99,19690.75,8.01,19.32,59.69,1.56,3938.11,1433.35,615.09,6479.97,13210.77,117737.68,1412852.2,32.91
SIM_03093,textile,kerala,0.42,4.2,18418.43,7735.74,7.03,1.26,15.86,5.24,90.76,511.36,809.98,1329.56,6406.18,26738.88,320866.51,17.19
SIM_03094,auto_components,punjab,0.76,5.0,8663.13,6583.98,7.25,17.36,19.34,7.57,1200.04,188.04,996.23,2531.85,4052.13,23862.64,286351.73,38.45
SIM_03095,chemicals,chhattisgarh,0.92,4.9,47582.53,43775.93,8.36,8.92,13.77,1.31,4041.36,744.38,1150.91,5634.88,38141.05,82348.79,988185.44,12.87
SIM_03096,food_processing,uttar_pradesh,0.85,4.8,8216.64,6984.14,6.59,50.85,27.44,4.64,3622.67,298.98,648.33,4656.01,2328.13,45815.61,549787.28,66.67
SIM_03097,textile,telangana,0.74,5.2,9634.79,7129.74,7.21,5.16,59.06,0.94,397.53,608.14,133.81,1022.04,6107.71,34807.16,417685.97,14.33
SIM_03098,auto_components,odisha,0.91,4.7,23326.59,21227.2,8.07,65.03,48.18,0.41,13872.53,1643.25,174.6,14977.07,6250.13,216591.96,2599103.48,70.56
SIM_03099,food_processing,madhya_pradesh,0.83,5.3,17179.32,14258.83,6.73,68.69,38.12,3.86,9981.18,910.69,1101.21,11684.48,2574.36,132284.24,1587410.91,81.95
SIM_03100,it_services,jharkhand,0.89,4.6,14518.28,12921.27,9.65,67.46,11.78,4.42,8630.14,272.42,1141.08,9588.95,3332.32,112453.28,1349439.32,74.21
SIM_03101,auto_components,delhi,0.72,4.9,46962.73,33813.17,7.38,58.61,0.11,3.12,20510.42,7.96,2107.45,22720.88,11092.28,217230.99,2606771.85,67.2
SIM_03102,textile,tamil_nadu,0.68,5.0,22549.1,15333.39,7.69,40.77,7.42,5.46,6564.21,179.37,1673.3,7533.49,7799.9,88617.33,1063407.97,49.13
SIM_03103,it_services,uttar_pradesh,0.85,4.8,6463.07,5493.61,8.75,73.0,42.72,1.66,3845.53,453.51,182.79,4255.8,1237.82,64724.75,776697.06,77.47
SIM_03104,cement,telangana,0.74,5.2,26509.16,19616.78,5.73,66.53,47.91,4.98,13731.74,2143.51,1953.85,15773.44,3843.34,218509.94,2622119.29,80.41
SIM_03105,plastics,karnataka,0.62,5.3,23905.02,14821.11,8.26,45.15,19.23,0.36,7327.45,445.47,105.42,7816.42,7004.7,118736.89,1424842.62,52.74
SIM_03106,chemicals,andhra_pradesh,0.72,5.4,10405.11,7491.68,7.6,66.23,43.12,5.92,5244.18,534.6,886.32,6477.79,1013.9,84654.1,1015849.2,86.47
SIM_03107,auto_components,chhattisgarh,0.92,4.9,19885.5,18294.66,7.75,26.92,55.25,4.86,5097.84,1670.07,1778.81,7654.2,10640.46,142829.98,1713959.71,41.84
SIM_03108,chemicals,madhya_pradesh,0.83,5.3,34817.82,28898.79,7.81,77.67,44.5,7.4,20229.15,1902.14,4279.87,22036.78,6862.01,304185.69,3650228.25,76.26
SIM_03109,cement,gujarat,0.82,5.6,25939.62,21270.49,6.58,39.71,48.21,5.08,9628.56,1211.12,2160.52,13536.76,7733.73,146761.59,1761139.03,63.64
SIM_03110,chemicals,kerala,0.42,4.2,21045.09,8838.94,8.07,30.94,17.68,5.98,2543.11,632.68,1056.47,4483.18,4355.76,81131.14,973573.72,50.72
SIM_03111,it_services,kerala,0.42,4.2,2539.46,1066.57,9.11,20.63,24.75,2.75,204.67,233.51,58.65,507.54,559.04,14480.41,173764.88,47.59
SIM_03112,steel,rajasthan,0.88,5.8,52562.5,46255.0,6.25,0.34,20.2,5.66,185.23,1183.57,5239.5,6961.61,39293.39,78065.64,936787.69,15.05
SIM_03113,cement,haryana,0.8,5.1,65065.19,52052.15,5.96,18.82,43.97,3.47,10433.31,2823.1,3611.15,14689.32,37362.83,233477.38,2801728.53,28.22
SIM_03114,cement,gujarat,0.82,5.6,60368.81,49502.42,7.2,30.58,30.85,7.22,17256.14,1832.2,7148.27,25287.07,24215.35,267516.64,3210199.71,51.08
SIM_03115,steel,punjab,0.76,5.0,49299.41,37467.55,7.63,25.07,16.38,3.52,9861.65,810.66,2639.99,12455.92,25011.64,148255.08,1779060.94,33.24
SIM_03116,auto_components,uttar_pradesh,0.85,4.8,20317.84,17270.17,7.57,21.61,41.74,5.9,3805.94,874.54,2037.22,6232.88,11037.29,86730.87,1040770.41,36.09
SIM_03117,cement,andhra_pradesh,0.72,5.4,20088.28,14463.56,7.25,70.06,18.9,0.9,10124.49,527.0,260.1,11964.21,2499.35,128794.26,1545531.1,82.72
SIM_03118,paper,jharkhand,0.89,4.6,19501.44,17356.28,7.39,36.49,29.32,6.76,6269.85,615.18,2348.02,9679.48,7676.8,92278.01,1107336.14,55.77
SIM_03119,cement,uttar_pradesh,0.85,4.8,25783.68,21916.13,6.2,53.45,10.73,7.27,11949.07,383.85,3184.99,15712.04,6204.09,114984.73,1379816.79,71.69
SIM_03120,paper,madhya_pradesh,0.83,5.3,18799.4,15603.5,7.79,14.22,13.27,3.53,2429.44,299.51,1101.17,3690.41,11913.09,41898.53,502782.32,23.65
SIM_03121,paper,punjab,0.76,5.0,17743.96,13485.41,8.48,2.87,38.1,5.99,405.8,828.3,1614.65,3227.25,10258.16,52094.16,625129.88,23.93
SIM_03122,textile,kerala,0.42,4.2,17821.64,7485.09,8.29,60.44,52.18,3.52,4207.13,1425.06,527.01,6391.82,1093.27,145109.37,1741312.43,85.39
SIM_03123,pharma,delhi,0.72,4.9,18036.53,12986.3,8.42,14.69,5.55,5.96,1975.1,179.59,1546.98,3885.88,9100.42,37438.13,449257.59,29.92
SIM_03124,paper,uttar_pradesh,0.85,4.8,6183.29,5255.8,7.61,67.77,36.49,4.27,3632.94,199.34,449.09,4465.18,790.61,44524.33,534291.92,84.96
SIM_03125,auto_components,jharkhand,0.89,4.6,46134.79,41059.96,7.3,50.61,7.57,6.91,20572.95,415.81,5677.88,26361.34,14698.62,205889.88,2470678.53,64.2
SIM_03126,food_processing,uttar_pradesh,0.85,4.8,7077.97,6016.27,6.81,45.8,25.5,4.92,2810.75,195.31,591.85,3718.01,2298.26,34538.6,414463.24,61.8
SIM_03127,chemicals,west_bengal,0.9,4.5,40131.72,36118.55,6.76,15.09,50.98,2.85,5313.11,2965.76,2061.78,11654.98,24463.57,211347.18,2536166.15,32.27
SIM_03128,paper,gujarat,0.82,5.6,21386.97,17537.31,7.33,63.71,19.32,4.77,12276.12,632.25,1671.88,14969.0,2568.31,147738.33,1772860.0,85.36
SIM_03129,auto_components,chhattisgarh,0.92,4.9,14233.61,13094.92,7.6,69.16,12.07,5.01,9166.44,232.84,1311.29,9624.4,3470.52,92238.87,1106866.47,73.5
SIM_03130,plastics,madhya_pradesh,0.83,5.3,13163.04,10925.32,8.0,54.16,46.41,7.77,6479.1,964.33,1698.77,9633.23,1292.09,118874.43,1426493.11,88.17
SIM_03131,textile,odisha,0.91,4.7,20247.15,18424.91,6.82,2.35,37.85,3.74,435.26,845.16,1379.36,2798.56,15626.35,54264.24,651170.84,15.19
SIM_03132,plastics,west_bengal,0.9,4.5,5370.4,4833.36,8.15,10.99,20.59,4.75,517.71,153.52,458.94,1244.08,3589.28,14572.67,174872.09,25.74
SIM_03133,textile,andhra_pradesh,0.72,5.4,7118.59,5125.38,6.97,36.09,52.57,5.89,2053.11,655.52,603.74,3472.48,1652.91,54124.65,649495.75,67.75
SIM_03134,cement,delhi,0.72,4.9,48425.57,34866.41,7.32,41.99,0.61,3.49,15152.27,42.43,2434.42,18321.03,16545.38,163524.02,1962288.26,52.55
SIM_03135,cement,delhi,0.72,4.9,55521.63,39975.57,6.6,75.19,11.25,5.52,27982.9,946.47,4417.24,34002.98,5972.59,315423.81,3785085.69,85.06
SIM_03136,food_processing,odisha,0.91,4.7,10673.36,9712.76,6.31,57.15,11.85,7.94,5578.71,124.99,1543.12,7769.39,1943.36,48982.08,587784.99,79.99
SIM_03137,paper,kerala,0.42,4.2,37512.04,15755.06,8.08,8.57,16.13,6.27,1255.79,1274.43,1975.21,3816.18,11938.88,88253.4,1059040.85,24.22
SIM_03138,pharma,odisha,0.91,4.7,22426.68,20408.28,7.17,56.22,3.73,7.66,11530.14,78.93,3125.27,15552.85,4855.43,102749.72,1232996.61,76.21
SIM_03139,it_services,madhya_pradesh,0.83,5.3,9939.57,8249.84,8.42,16.18,38.99,4.48,1461.9,548.95,739.81,2785.18,5464.66,46419.88,557038.55,33.76
SIM_03140,auto_components,haryana,0.8,5.1,43812.76,35050.21,7.76,52.58,27.97,4.5,19627.98,1906.59,3154.24,25644.35,9405.85,299384.26,3592611.1,73.16
SIM_03141,textile,odisha,0.91,4.7,7847.86,7141.55,7.93,65.8,10.85,3.98,4722.56,79.72,568.24,4911.47,2230.08,47179.09,566149.12,68.77
SIM_03142,steel,west_bengal,0.9,4.5,54636.19,49172.57,5.94,51.11,35.62,7.45,24501.95,2331.76,7326.11,39791.25,9381.32,307464.45,3689573.36,80.92
SIM_03143,cement,delhi,0.72,4.9,62504.28,45003.08,6.46,8.14,4.48,3.83,3789.29,272.63,3447.85,8117.55,36885.54,56773.7,681284.43,18.04
SIM_03144,cement,tamil_nadu,0.68,5.0,60220.0,40949.6,5.77,68.52,54.51,1.61,28664.72,3845.45,1318.44,35402.88,5546.72,432245.05,5186940.59,86.45
SIM_03145,chemicals,delhi,0.72,4.9,14803.0,10658.16,8.9,25.24,59.27,3.77,2784.81,969.29,802.88,5086.55,5571.61,85430.17,1025162.08,47.72
SIM_03146,chemicals,jharkhand,0.89,4.6,37095.21,33014.74,6.77,33.57,45.16,5.83,10972.65,2011.41,3846.73,16751.39,16263.35,204550.79,2454609.46,50.74
SIM_03147,plastics,kerala,0.42,4.2,31261.95,13130.02,8.25,18.91,36.51,1.03,2309.61,2224.84,269.67,5080.7,8049.32,139001.7,1668020.46,38.7
SIM_03148,pharma,maharashtra,0.79,5.1,21100.87,16669.69,8.68,28.25,55.61,7.71,5015.16,1353.51,2572.0,9285.77,7383.91,133911.05,1606932.66,55.7
SIM_03149,plastics,telangana,0.74,5.2,18143.48,13426.17,7.39,21.97,23.73,4.6,3185.12,458.37,1235.71,4684.71,8741.46,58539.27,702471.27,34.89
SIM_03150,pharma,maharashtra,0.79,5.1,27967.42,22094.26,7.3,10.23,42.41,5.42,2407.37,1402.99,2396.59,6100.41,15993.85,101775.84,1221310.12,27.61
SIM_03151,auto_components,punjab,0.76,5.0,31410.14,23871.71,6.85,31.99,33.89,5.54,8017.51,1116.81,2643.9,11499.91,12371.8,136239.73,1634876.72,48.17
SIM_03152,pharma,punjab,0.76,5.0,34522.39,26237.01,7.28,68.36,26.12,5.82,18365.91,1438.75,3054.2,18943.19,7293.83,257962.65,3095551.82,72.2
SIM_03153,food_processing,chhattisgarh,0.92,4.9,24944.37,22948.82,7.66,44.01,11.94,0.22,10453.39,457.91,98.99,10461.74,12487.09,113407.27,1360887.21,45.59
SIM_03154,pharma,uttar_pradesh,0.85,4.8,24740.06,21029.05,7.07,51.05,46.31,7.78,10949.97,1132.39,3270.28,14892.46,6136.58,160633.59,1927603.03,70.82
SIM_03155,auto_components,uttar_pradesh,0.85,4.8,40672.46,34571.59,7.18,33.77,5.95,3.82,11906.81,332.0,2639.46,14148.24,20423.35,125266.04,1503192.47,40.92
SIM_03156,cement,karnataka,0.62,5.3,81769.36,50697.0,6.56,25.83,54.9,6.75,14338.92,6243.28,6841.44,29702.98,20994.02,463621.43,5563457.12,58.59
SIM_03157,textile,odisha,0.91,4.7,12510.86,11384.89,8.49,16.38,43.62,1.26,1874.72,699.66,287.43,2852.82,8532.06,57950.96,695411.57,25.06
SIM_03158,chemicals,kerala,0.42,4.2,46844.64,19674.75,8.74,24.42,51.01,7.45,4468.12,3549.02,2932.38,11594.57,8080.18,258045.92,3096551.09,58.93
SIM_03159,textile,chhattisgarh,0.92,4.9,18251.56,16791.44,6.44,4.77,1.14,1.61,828.49,31.21,542.33,1371.44,15420.0,8722.25,104667.06,8.17
SIM_03160,food_processing,rajasthan,0.88,5.8,4865.88,4281.97,6.44,8.52,6.14,2.73,427.0,39.35,233.64,669.3,3612.67,5820.39,69844.63,15.63
SIM_03161,chemicals,bihar,0.84,4.7,35406.74,29741.67,6.66,53.53,38.75,1.27,16000.84,1288.61,758.27,18582.53,11159.13,198059.4,2376712.83,62.48
SIM_03162,pharma,maharashtra,0.79,5.1,10943.76,8645.57,9.09,9.91,57.97,2.46,912.29,1075.26,425.45,2668.62,5976.95,67845.15,814141.81,30.87
SIM_03163,food_processing,jharkhand,0.89,4.6,5641.18,5020.65,7.67,9.3,15.24,4.98,462.48,100.27,500.26,1103.02,3917.63,10879.1,130549.23,21.97
